sep=,
"Time","v_1[1]","v_1[2]","v_1[3]","v_2[1]","v_2[2]","v_2[3]"
 1.6500000000000E+00, 7.9999999999998E+00, 7.9999999999998E+00, 7.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.6600000000000E+00, 9.9999999999999E+00, 9.9999999999999E+00, 9.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.6700000000000E+00, 8.0000000000002E+00, 8.0000000000002E+00, 8.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.6800000000000E+00, 6.0000000000002E+00, 6.0000000000002E+00, 6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.6900000000000E+00, 4.0000000000003E+00, 4.0000000000003E+00, 4.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.7000000000000E+00, 2.0000000000003E+00, 2.0000000000003E+00, 2.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.7100000000000E+00, 3.0553337637684E-13, 3.0553337637684E-13, 3.0553337637684E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.7200000000000E+00,-1.9999999999997E+00,-1.9999999999997E+00,-1.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.7300000000000E+00,-3.9999999999997E+00,-3.9999999999997E+00,-3.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.7400000000000E+00,-5.9999999999998E+00,-5.9999999999998E+00,-5.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.7500000000000E+00,-7.9999999999998E+00,-7.9999999999998E+00,-7.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.7600000000000E+00,-9.9999999999998E+00,-9.9999999999998E+00,-9.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.7700000000000E+00,-8.0000000000002E+00,-8.0000000000002E+00,-8.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.7800000000000E+00,-6.0000000000002E+00,-6.0000000000002E+00,-6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.7900000000000E+00,-4.0000000000002E+00,-4.0000000000002E+00,-4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.8000000000000E+00,-2.0000000000003E+00,-2.0000000000003E+00,-2.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.8100000000000E+00,-2.7000623958884E-13,-2.7000623958884E-13,-2.7000623958884E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.8200000000000E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.8300000000000E+00, 3.9999999999998E+00, 3.9999999999998E+00, 3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.8400000000000E+00, 5.9999999999998E+00, 5.9999999999998E+00, 5.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.8500000000000E+00, 7.9999999999998E+00, 7.9999999999998E+00, 7.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.8600000000000E+00, 9.9999999999998E+00, 9.9999999999998E+00, 9.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.8700000000000E+00, 8.0000000000002E+00, 8.0000000000002E+00, 8.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.8800000000000E+00, 6.0000000000002E+00, 6.0000000000002E+00, 6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.8900000000000E+00, 4.0000000000002E+00, 4.0000000000002E+00, 4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.9000000000000E+00, 2.0000000000002E+00, 2.0000000000002E+00, 2.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.9100000000000E+00, 2.3625545964023E-13, 2.3625545964023E-13, 2.3625545964023E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.9200000000000E+00,-1.9999999999998E+00,-1.9999999999998E+00,-1.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.9300000000000E+00,-3.9999999999997E+00,-3.9999999999997E+00,-3.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.9400000000000E+00,-5.9999999999998E+00,-5.9999999999998E+00,-5.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.9500000000000E+00,-7.9999999999998E+00,-7.9999999999998E+00,-7.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.9600000000000E+00,-9.9999999999998E+00,-9.9999999999998E+00,-9.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.9700000000000E+00,-8.0000000000002E+00,-8.0000000000002E+00,-8.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.9800000000000E+00,-6.0000000000002E+00,-6.0000000000002E+00,-6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.9900000000000E+00,-4.0000000000002E+00,-4.0000000000002E+00,-4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.0000000000000E+00,-2.0000000000002E+00,-2.0000000000002E+00,-2.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.0100000000000E+00,-2.0250467969163E-13,-2.0250467969163E-13,-2.0250467969163E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.0200000000000E+00, 1.9999999999999E+00, 1.9999999999999E+00, 1.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.0300000000000E+00, 3.9999999999998E+00, 3.9999999999998E+00, 3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.0400000000000E+00, 5.9999999999999E+00, 5.9999999999999E+00, 5.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.0500000000000E+00, 7.9999999999999E+00, 7.9999999999999E+00, 7.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.0600000000000E+00, 9.9999999999998E+00, 9.9999999999998E+00, 9.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.0700000000000E+00, 8.0000000000002E+00, 8.0000000000002E+00, 8.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.0800000000000E+00, 6.0000000000002E+00, 6.0000000000002E+00, 6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.0900000000000E+00, 4.0000000000002E+00, 4.0000000000002E+00, 4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.1000000000000E+00, 2.0000000000002E+00, 2.0000000000002E+00, 2.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.1100000000000E+00, 2.2026824808563E-13, 2.2026824808563E-13, 2.2026824808563E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.1200000000000E+00,-1.9999999999998E+00,-1.9999999999998E+00,-1.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.1300000000000E+00,-3.9999999999998E+00,-3.9999999999998E+00,-3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.1400000000000E+00,-5.9999999999998E+00,-5.9999999999998E+00,-5.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.1500000000000E+00,-7.9999999999999E+00,-7.9999999999999E+00,-7.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.1600000000000E+00,-9.9999999999999E+00,-9.9999999999999E+00,-9.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.1700000000000E+00,-8.0000000000001E+00,-8.0000000000001E+00,-8.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.1800000000000E+00,-6.0000000000002E+00,-6.0000000000002E+00,-6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.1900000000000E+00,-4.0000000000002E+00,-4.0000000000002E+00,-4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.2000000000000E+00,-2.0000000000002E+00,-2.0000000000002E+00,-2.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.2100000000000E+00,-2.4010505030927E-13,-2.4010505030927E-13,-2.4010505030927E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.2200000000000E+00, 1.9999999999998E+00, 1.9999999999998E+00, 1.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.2300000000000E+00, 3.9999999999999E+00, 3.9999999999999E+00, 3.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.2400000000000E+00, 5.9999999999999E+00, 5.9999999999999E+00, 5.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.2500000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.2600000000000E+00, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.2700000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.2800000000000E+00, 6.0000000000001E+00, 6.0000000000001E+00, 6.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.2900000000000E+00, 4.0000000000001E+00, 4.0000000000001E+00, 4.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.3000000000000E+00, 2.0000000000002E+00, 2.0000000000002E+00, 2.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.3100000000000E+00, 2.5934809855244E-13, 2.5934809855244E-13, 2.5934809855244E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.3200000000000E+00,-1.9999999999998E+00,-1.9999999999998E+00,-1.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.3300000000000E+00,-3.9999999999998E+00,-3.9999999999998E+00,-3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.3400000000000E+00,-5.9999999999999E+00,-5.9999999999999E+00,-5.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.3500000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.3600000000000E+00,-1.0000000000000E+01,-1.0000000000000E+01,-1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.3700000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.3800000000000E+00,-6.0000000000001E+00,-6.0000000000001E+00,-6.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.3900000000000E+00,-4.0000000000002E+00,-4.0000000000002E+00,-4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.4000000000000E+00,-2.0000000000002E+00,-2.0000000000002E+00,-2.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.4100000000000E+00,-3.6770586575585E-13,-3.6770586575585E-13,-3.6770586575585E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.4200000000000E+00, 1.9999999999998E+00, 1.9999999999998E+00, 1.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.4300000000000E+00, 3.9999999999998E+00, 3.9999999999998E+00, 3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.4400000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.4500000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.4600000000000E+00, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.4700000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.4800000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.4900000000000E+00, 4.0000000000002E+00, 4.0000000000002E+00, 4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.5000000000000E+00, 2.0000000000002E+00, 2.0000000000002E+00, 2.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.5100000000000E+00, 3.8546943414985E-13, 3.8546943414985E-13, 3.8546943414985E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.5200000000000E+00,-1.9999999999998E+00,-1.9999999999998E+00,-1.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.5300000000000E+00,-3.9999999999999E+00,-3.9999999999999E+00,-3.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.5400000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.5500000000000E+00,-8.0000000000001E+00,-8.0000000000001E+00,-8.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.5600000000000E+00,-1.0000000000000E+01,-1.0000000000000E+01,-1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.5700000000000E+00,-7.9999999999999E+00,-7.9999999999999E+00,-7.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.5800000000000E+00,-6.0000000000001E+00,-6.0000000000001E+00,-6.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.5900000000000E+00,-4.0000000000002E+00,-4.0000000000002E+00,-4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.6000000000000E+00,-2.0000000000003E+00,-2.0000000000003E+00,-2.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.6100000000000E+00,-4.0500935938326E-13,-4.0500935938326E-13,-4.0500935938326E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.6200000000000E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.6300000000000E+00, 3.9999999999999E+00, 3.9999999999999E+00, 3.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.6400000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.6500000000000E+00, 8.0000000000002E+00, 8.0000000000002E+00, 8.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.6600000000000E+00, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.6700000000000E+00, 7.9999999999998E+00, 7.9999999999998E+00, 7.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.6800000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.6900000000000E+00, 4.0000000000001E+00, 4.0000000000001E+00, 4.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.7000000000000E+00, 2.0000000000003E+00, 2.0000000000003E+00, 2.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.7100000000000E+00, 4.2454928461666E-13, 4.2454928461666E-13, 4.2454928461666E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.7200000000000E+00,-1.9999999999997E+00,-1.9999999999997E+00,-1.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.7300000000000E+00,-3.9999999999999E+00,-3.9999999999999E+00,-3.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.7400000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.7500000000000E+00,-8.0000000000002E+00,-8.0000000000002E+00,-8.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.7600000000000E+00,-1.0000000000000E+01,-1.0000000000000E+01,-1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.7700000000000E+00,-7.9999999999998E+00,-7.9999999999998E+00,-7.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.7800000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.7900000000000E+00,-4.0000000000001E+00,-4.0000000000001E+00,-4.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.8000000000000E+00,-2.0000000000003E+00,-2.0000000000003E+00,-2.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.8100000000000E+00,-4.4231285301066E-13,-4.4231285301066E-13,-4.4231285301066E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.8200000000000E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.8300000000000E+00, 3.9999999999998E+00, 3.9999999999998E+00, 3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.8400000000000E+00, 6.0000000000001E+00, 6.0000000000001E+00, 6.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.8500000000000E+00, 8.0000000000002E+00, 8.0000000000002E+00, 8.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.8600000000000E+00, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.8700000000000E+00, 7.9999999999998E+00, 7.9999999999998E+00, 7.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.8800000000000E+00, 5.9999999999999E+00, 5.9999999999999E+00, 5.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.8900000000000E+00, 4.0000000000002E+00, 4.0000000000002E+00, 4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.9000000000000E+00, 2.0000000000003E+00, 2.0000000000003E+00, 2.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.9100000000000E+00, 5.5067062021408E-13, 5.5067062021408E-13, 5.5067062021408E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.9200000000000E+00,-1.9999999999997E+00,-1.9999999999997E+00,-1.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.9300000000000E+00,-3.9999999999999E+00,-3.9999999999999E+00,-3.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.9400000000000E+00,-6.0000000000001E+00,-6.0000000000001E+00,-6.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.9500000000000E+00,-8.0000000000003E+00,-8.0000000000003E+00,-8.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.9600000000000E+00,-1.0000000000001E+01,-1.0000000000001E+01,-1.0000000000001E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.9700000000000E+00,-7.9999999999997E+00,-7.9999999999997E+00,-7.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.9800000000000E+00,-5.9999999999999E+00,-5.9999999999999E+00,-5.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.9900000000000E+00,-4.0000000000001E+00,-4.0000000000001E+00,-4.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.0000000000000E+00,-2.0000000000003E+00,-2.0000000000003E+00,-2.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.0100000000000E+00,-5.7021054544748E-13,-5.7021054544748E-13,-5.7021054544748E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.0200000000000E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.0300000000000E+00, 3.9999999999999E+00, 3.9999999999999E+00, 3.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.0400000000000E+00, 6.0000000000002E+00, 6.0000000000002E+00, 6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.0500000000000E+00, 8.0000000000003E+00, 8.0000000000003E+00, 8.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.0600000000000E+00, 1.0000000000001E+01, 1.0000000000001E+01, 1.0000000000001E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.0700000000000E+00, 7.9999999999997E+00, 7.9999999999997E+00, 7.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.0800000000000E+00, 5.9999999999998E+00, 5.9999999999998E+00, 5.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.0900000000000E+00, 4.0000000000001E+00, 4.0000000000001E+00, 4.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.1000000000000E+00, 2.0000000000004E+00, 2.0000000000004E+00, 2.0000000000004E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.1100000000000E+00, 5.8797411384148E-13, 5.8797411384148E-13, 5.8797411384148E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.1200000000000E+00,-1.9999999999996E+00,-1.9999999999996E+00,-1.9999999999996E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.1300000000000E+00,-3.9999999999999E+00,-3.9999999999999E+00,-3.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.1400000000000E+00,-6.0000000000001E+00,-6.0000000000001E+00,-6.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.1500000000000E+00,-8.0000000000004E+00,-8.0000000000004E+00,-8.0000000000004E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.1600000000000E+00,-1.0000000000001E+01,-1.0000000000001E+01,-1.0000000000001E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.1700000000000E+00,-7.9999999999996E+00,-7.9999999999996E+00,-7.9999999999996E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.1800000000000E+00,-5.9999999999999E+00,-5.9999999999999E+00,-5.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.1900000000000E+00,-4.0000000000001E+00,-4.0000000000001E+00,-4.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.2000000000000E+00,-2.0000000000004E+00,-2.0000000000004E+00,-2.0000000000004E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.2100000000000E+00,-6.0751403907489E-13,-6.0751403907489E-13,-6.0751403907489E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.2200000000000E+00, 1.9999999999996E+00, 1.9999999999996E+00, 1.9999999999996E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.2300000000000E+00, 3.9999999999999E+00, 3.9999999999999E+00, 3.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.2400000000000E+00, 6.0000000000002E+00, 6.0000000000002E+00, 6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.2500000000000E+00, 8.0000000000005E+00, 8.0000000000005E+00, 8.0000000000005E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.2600000000000E+00, 1.0000000000001E+01, 1.0000000000001E+01, 1.0000000000001E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.2700000000000E+00, 7.9999999999995E+00, 7.9999999999995E+00, 7.9999999999995E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.2800000000000E+00, 5.9999999999998E+00, 5.9999999999998E+00, 5.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.2900000000000E+00, 4.0000000000001E+00, 4.0000000000001E+00, 4.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.3000000000000E+00, 2.0000000000004E+00, 2.0000000000004E+00, 2.0000000000004E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
